I
1130 Generated by WorldEditor 2.4.0r2

1    819 0 0 KHFY Indy South Greenwood
1302 city Indianapolis
112  39.62537583 -086.08865467  39.62535051 -086.08863150 102
112  39.62528580 -086.08860665  39.62525373 -086.08859686
111  39.62528580 -086.08860665
112  39.62528580 -086.08860665  39.62522361 -086.08858766
111  39.62516364 -086.08858851
111  39.62568226 -086.08849643
112  39.62568226 -086.08849643  39.62565216 -086.08850784
112  39.62560244 -086.08855977  39.62558055 -086.08858565
111  39.62560244 -086.08855977
112  39.62560244 -086.08855977  39.62557374 -086.08859371 102
111  39.62555524 -086.08862737
112  39.62555524 -086.08862737  39.62553738 -086.08866066 102
111  39.62553558 -086.08876578
112  39.62553558 -086.08876578  39.62554597 -086.08893312 102
111  39.62556075 -086.08900622
112  39.62556075 -086.08900622  39.62557870 -086.08906211 102
112  39.62564081 -086.08911056  39.62568763 -086.08914742
111  39.62564081 -086.08911056
112  39.62564081 -086.08911056  39.62567914 -086.08913871 102
111  39.62580021 -086.08911695 102
112  39.62821385 -086.08869774  39.62847099 -086.08864050
111  39.62821385 -086.08869774
112  39.62821385 -086.08869774  39.62827434 -086.08866332 102
112  39.62828082 -086.08853049  39.62828023 -086.08850795 102
111  39.62825354 -086.08828551
112  39.62825354 -086.08828551  39.62822676 -086.08818335 102
112  39.62812915 -086.08811179  39.62808245 -086.08808891
111  39.62812915 -086.08811179
112  39.62812915 -086.08811179  39.62807574 -086.08808562
111  39.62802783 -086.08809323
111  39.62852777 -086.08800686
112  39.62852777 -086.08800686  39.62849656 -086.08801845
112  39.62845111 -086.08805392  39.62843082 -086.08807286
111  39.62845111 -086.08805392
112  39.62845111 -086.08805392  39.62837276 -086.08812708 102
111  39.62836715 -086.08823629
112  39.62836715 -086.08823629  39.62836750 -086.08831829 102
111  39.62838986 -086.08851161
112  39.62838986 -086.08851161  39.62841207 -086.08860354 102
112  39.62847876 -086.08864598  39.62850748 -086.08865643
111  39.62847876 -086.08864598
112  39.62847876 -086.08864598  39.62850070 -086.08865396 102
111  39.62851786 -086.08864890 102
111  39.62903371 -086.08855700
112  39.62903371 -086.08855700  39.62941234 -086.08850662 102
113  39.62964232 -086.08847777
110 1 0.25 7.6 Main Ramp
111  39.62977200 -086.08972786
111  39.62967740 -086.08882599
111  39.62964216 -086.08847777 102
111  39.63090931 -086.08825893
111  39.63094040 -086.08855783
111  39.63100626 -086.08919429
111  39.63101543 -086.08928291
111  39.63102391 -086.08936487
111  39.63104177 -086.08951645
111  39.63096737 -086.08953176
111  39.63092544 -086.08958722
111  39.63093180 -086.08971341
111  39.63107523 -086.08969087
111  39.63114034 -086.09037661
111  39.63090899 -086.09041181
111  39.63054841 -086.09045219
111  39.63052049 -086.09023068
111  39.63075898 -086.09020073
111  39.63078056 -086.09027523
111  39.63082000 -086.09029748
111  39.63088102 -086.09024290
111  39.63090272 -086.09015792
111  39.63084919 -086.08962690
111  39.63078674 -086.08955121
111  39.63073006 -086.08957235
111  39.63068592 -086.08962111
111  39.63069628 -086.08979154
111  39.63046531 -086.08981912
111  39.63043590 -086.08971132
111  39.63042076 -086.08965404
111  39.63037427 -086.08962301
111  39.63034333 -086.08962840
111  39.63032122 -086.08963225
111  39.63023142 -086.08964788
111  39.63021798 -086.08964993
111  39.63002726 -086.08968342
113  39.62984259 -086.08971557
110 1 0.25 7.0 Private Hangar Taxiway
111  39.62843605 -086.08903818
111  39.62846788 -086.08934196
111  39.62849924 -086.08940169
111  39.62872943 -086.08937762
111  39.62877205 -086.08983889
111  39.62856291 -086.08988581
111  39.62853142 -086.08995344
111  39.62855928 -086.09023209
111  39.62858944 -086.09026740
111  39.62869852 -086.09025198
111  39.62872940 -086.09029743
111  39.62876608 -086.09066441
111  39.62863086 -086.09069184
111  39.62861099 -086.09072099
112  39.62862899 -086.09077811  39.62864795 -086.09080744
111  39.62867793 -086.09081151
111  39.62981827 -086.09080946
111  39.62981875 -086.09089241
111  39.62838100 -086.09088959
111  39.62835514 -086.09068054
111  39.62842842 -086.09066638
111  39.62844493 -086.09080873
112  39.62849748 -086.09078255  39.62851903 -086.09075560
111  39.62851483 -086.09070973
111  39.62850513 -086.09061546
111  39.62837359 -086.09064025
111  39.62832996 -086.09021293
111  39.62846182 -086.09019413
113  39.62834515 -086.08905116
110 15 0.25 50.0 Parking Lot No Park Poly
111  39.63025657 -086.08996490 24
111  39.63020251 -086.08997172 24
111  39.63019952 -086.08992988 24
113  39.63025355 -086.08992640 24
110 15 0.25 50.0 Parking Lot No Park Poly
111  39.63026524 -086.09006946 24
111  39.63021072 -086.09007641 24
111  39.63020773 -086.09003687 24
113  39.63026226 -086.09002993 24
110 5 0.00 0.0 ASOS Gravel
112  39.62551582 -086.09016402  39.62551682 -086.09018243
112  39.62548703 -086.09021035  39.62546931 -086.09021585
112  39.62545078 -086.09017239  39.62544926 -086.09015718
114  39.62547957 -086.09012606  39.62549550 -086.09012386
130 Airport Boundary
111  39.63625053 -086.08534938
111  39.63616146 -086.08874792
111  39.63484594 -086.08877461
111  39.63469178 -086.08908599
111  39.63468493 -086.09000678
111  39.63297544 -086.09006016
111  39.63294803 -086.09106100
111  39.62984080 -086.09104764
111  39.62924754 -086.09104160
111  39.61767822 -086.09091491
111  39.61770700 -086.08740518
111  39.62452413 -086.08745636
111  39.62456695 -086.08687075
111  39.62605719 -086.08729699
111  39.62607717 -086.08714502
111  39.62629414 -086.08710795
111  39.62630270 -086.08699676
111  39.63007683 -086.08634437
111  39.63348980 -086.08575090
113  39.63582341 -086.08533409
120 Runway Hold - Mid North
111  39.63139277 -086.08781916 62
115  39.63128807 -086.08784073
120 Runway Hold - 19
111  39.63432840 -086.08730997 62
115  39.63423555 -086.08732704
120 Linear Feature 4
112  39.62566006 -086.08849963  39.62564984 -086.08851022 53
112  39.62556724 -086.08860316  39.62553724 -086.08865049
111  39.62556724 -086.08860316
112  39.62556724 -086.08860316  39.62553996 -086.08864618 53
112  39.62553836 -086.08873926  39.62554234 -086.08878953
111  39.62553836 -086.08873926
112  39.62553836 -086.08873926  39.62554285 -086.08879588 53
112  39.62556836 -086.08902169  39.62559563 -086.08911738
111  39.62556836 -086.08902169
112  39.62556836 -086.08902169  39.62559194 -086.08910443 53
112  39.62567087 -086.08915755  39.62572168 -086.08917746 53
112  39.62819146 -086.08872098  39.62826571 -086.08868696
111  39.62819146 -086.08872098
112  39.62819146 -086.08872098  39.62822144 -086.08870724 53
112  39.62827974 -086.08848293  39.62826493 -086.08833021
111  39.62827974 -086.08848293
112  39.62827974 -086.08848293  39.62827261 -086.08840941 53
112  39.62821286 -086.08818376  39.62816003 -086.08810530
111  39.62821286 -086.08818376
112  39.62821286 -086.08818376  39.62818953 -086.08814911 53
112  39.62812997 -086.08810958  39.62810145 -086.08809490
111  39.62812997 -086.08810958
112  39.62812997 -086.08810958  39.62808892 -086.08808845 53
115  39.62805311 -086.08808604
120 Linear Feature 52
111  39.63141067 -086.08855449 51
111  39.63140072 -086.08839110 51
111  39.63138467 -086.08823693 51
111  39.63135440 -086.08796687 51
115  39.63134042 -086.08784260
120 Linear Feature 1
111  39.63372316 -086.08838359 51
115  39.63372465 -086.08803323
120 Linear Feature 29
111  39.62744505 -086.08807415 51
112  39.62799317 -086.08798070  39.62813771 -086.08795735 51
112  39.62828260 -086.08817903  39.62831206 -086.08825601 51
115  39.62831960 -086.08834207
120 Linear Feature 28
111  39.62909259 -086.08778881 51
111  39.62857338 -086.08787976 51
116  39.62835774 -086.08806103  39.62827800 -086.08822907
120 Linear Feature 27
111  39.63122821 -086.08753234 51
112  39.63106024 -086.08744920  39.63096612 -086.08745437
111  39.63106024 -086.08744920 51
115  39.63048634 -086.08754572
120 Linear Feature 51
112  39.63135837 -086.08754092  39.63138594 -086.08747590 51
112  39.63152099 -086.08736691  39.63158149 -086.08735622
111  39.63152099 -086.08736691 51
115  39.63211640 -086.08726558
120 Linear Feature 9
111  39.62836485 -086.08834735 62
115  39.62826613 -086.08836390
120 Linear Feature 8
111  39.62838908 -086.08904426 51
111  39.62836481 -086.08876254 51
111  39.62833647 -086.08849880 51
115  39.62832232 -086.08836715
120 Linear Feature 60
111  39.63119053 -086.08827306 51
112  39.63127983 -086.08819937  39.63130225 -086.08817290 51
112  39.63132438 -086.08812105  39.63134237 -086.08808149 51
116  39.63135440 -086.08796687  39.63135335 -086.08793354
120 Linear Feature 59
111  39.63140072 -086.08839110 51
112  39.63134756 -086.08830121  39.63130221 -086.08825260 51
115  39.63124290 -086.08826435
120 Linear Feature 58
111  39.63156504 -086.08820898 51
112  39.63145196 -086.08816413  39.63142031 -086.08813596 51
112  39.63138747 -086.08807498  39.63137401 -086.08804195 51
116  39.63135440 -086.08796687  39.63135211 -086.08793515
120 Linear Feature 57
111  39.63140072 -086.08839110 51
112  39.63144446 -086.08828158  39.63148101 -086.08822414 51
115  39.63151662 -086.08821687
120 Linear Feature 55
111  39.63133787 -086.08781738 51
112  39.63129269 -086.08765076  39.63127628 -086.08760728 51
116  39.63122821 -086.08753234  39.63121728 -086.08751712
120 Linear Feature 54
111  39.63133775 -086.08781743 51
112  39.63133331 -086.08764450  39.63133817 -086.08760247 51
115  39.63135837 -086.08754092
120 Linear Feature 11
111  39.62548095 -086.08880804 51
115  39.62548355 -086.08883008
120 Linear Feature 11
111  39.62548676 -086.08885729 51
115  39.62550131 -086.08898052
120 Linear Feature 10
111  39.62554177 -086.08883252 62
115  39.62543947 -086.08885287
120 Linear Feature 45
111  39.62110030 -086.08961254 62
115  39.62100567 -086.08962723
120 Linear Feature 44
111  39.62104369 -086.08957164 51
112  39.62105737 -086.08942312  39.62108128 -086.08934379 51
115  39.62112233 -086.08929136
120 Linear Feature 43
111  39.62200927 -086.08986210 51
112  39.62188236 -086.08992091  39.62184628 -086.08995662 51
112  39.62175675 -086.09008782  39.62168505 -086.09020160 51
112  39.62162050 -086.09027071  39.62158320 -086.09029181 51
111  39.62143721 -086.09030759 51
111  39.62129045 -086.09033233
112  39.62129045 -086.09033233  39.62124670 -086.09033347 51
112  39.62117426 -086.09027935  39.62114344 -086.09024546
111  39.62117426 -086.09027935
112  39.62117426 -086.09027935  39.62113289 -086.09023386 51
112  39.62110125 -086.09013697  39.62109477 -086.09010311
111  39.62110125 -086.09013697 51
115  39.62106871 -086.08980582
120 Linear Feature 42
111  39.63419023 -086.08703811 51
112  39.63427229 -086.08721038  39.63428191 -086.08728952
111  39.63427229 -086.08721038
112  39.63427229 -086.08721038  39.63427559 -086.08723754 51
116  39.63428274 -086.08730553  39.63428634 -086.08734050
120 Linear Feature 42
112  39.63428531 -086.08733079  39.63429135 -086.08739059 51
112  39.63430236 -086.08750041  39.63430735 -086.08754756
111  39.63430236 -086.08750041
112  39.63430236 -086.08750041  39.63431104 -086.08758239 51
112  39.63420006 -086.08773507  39.63415302 -086.08776665 51
111  39.63405975 -086.08777688 51
111  39.62132657 -086.08998016
112  39.62132657 -086.08998016  39.62128109 -086.08998492 51
112  39.62115607 -086.08993481  39.62110384 -086.08988550 51
111  39.62106892 -086.08980742 51
115  39.62105038 -086.08963375
120 Linear Feature 42
111  39.62104761 -086.08960781 51
115  39.62104369 -086.08957109
120 Linear Feature 39
111  39.62129447 -086.09038773 52
115  39.62128815 -086.09028178
120 Linear Feature 39
111  39.62157700 -086.09033874 52
115  39.62156940 -086.09023936
120 Linear Feature 38
111  39.62533500 -086.08928536 51
112  39.62544302 -086.08919718  39.62547025 -086.08915048 51
116  39.62550131 -086.08898052  39.62549691 -086.08886857
120 Linear Feature 37
111  39.62570770 -086.08922107 51
112  39.62558029 -086.08916775  39.62555308 -086.08912604 51
116  39.62550131 -086.08898052  39.62549180 -086.08892225
120 Linear Feature 35
111  39.62857264 -086.08872654 51
112  39.62840792 -086.08866426  39.62835152 -086.08858882 51
116  39.62833647 -086.08849880  39.62833165 -086.08844489
120 Linear Feature 34
111  39.62818491 -086.08879368 51
112  39.62829209 -086.08869649  39.62831672 -086.08864794 51
116  39.62833647 -086.08849880  39.62834315 -086.08842210
120 Linear Feature 33
111  39.62838908 -086.08904426 51
112  39.62832222 -086.08885385  39.62827372 -086.08880307 51
116  39.62818491 -086.08879368  39.62813253 -086.08880250
120 Linear Feature 32
111  39.62857264 -086.08872654 51
112  39.62843832 -086.08881950  39.62839324 -086.08890564 51
116  39.62838908 -086.08904426  39.62839236 -086.08909710
120 Linear Feature 30
111  39.62831960 -086.08834207 51
112  39.62831552 -086.08821196  39.62832051 -086.08815366 51
116  39.62835774 -086.08806103  39.62838097 -086.08801648
120 Linear Feature 25
111  39.63411173 -086.08820296 52
115  39.63410214 -086.08809930
120 Linear Feature 24
111  39.63430228 -086.08750432 51
111  39.63434393 -086.08785731 51
112  39.63428462 -086.08806581  39.63421916 -086.08816284
111  39.63428462 -086.08806581
112  39.63428462 -086.08806581  39.63426554 -086.08809409 51
112  39.63417223 -086.08813915  39.63412500 -086.08815513
111  39.63417223 -086.08813915 51
111  39.63390638 -086.08817768
112  39.63390638 -086.08817768  39.63386079 -086.08818094 51
111  39.63383297 -086.08818355
112  39.63383297 -086.08818355  39.63373368 -086.08818290 51
111  39.63372465 -086.08803323 51
116  39.63385757 -086.08781235  39.63395076 -086.08779402
120 Linear Feature 26
111  39.63372465 -086.08803323 51
112  39.63367594 -086.08790225  39.63363288 -086.08784888 51
115  39.63355286 -086.08786472
120 Linear Feature 49
111  39.62627503 -086.08827591 51
111  39.62569340 -086.08837692
112  39.62569340 -086.08837692  39.62560876 -086.08838994 51
112  39.62552515 -086.08853413  39.62548262 -086.08860396 51
116  39.62548095 -086.08880977  39.62548964 -086.08888091
120 Linear Feature 48
111  39.62537451 -086.08854089 51
112  39.62517762 -086.08846905  39.62506382 -086.08848932
111  39.62517762 -086.08846905 51
115  39.62464153 -086.08856026
120 Linear Feature 46
111  39.62548095 -086.08880919 51
116  39.62537451 -086.08854089  39.62528792 -086.08845304
120 TWY A E S Border DL
111  39.62124217 -086.08926784 53
112  39.62119288 -086.08930419  39.62116708 -086.08932697
111  39.62119288 -086.08930419
112  39.62119288 -086.08930419  39.62116855 -086.08932567 53
112  39.62112452 -086.08939811  39.62110700 -086.08943557
111  39.62112452 -086.08939811
112  39.62112452 -086.08939811  39.62108934 -086.08947333 53
112  39.62110037 -086.08958786  39.62110283 -086.08961799
111  39.62110037 -086.08958786
112  39.62110037 -086.08958786  39.62110087 -086.08959406 53
112  39.62112994 -086.08978216  39.62115126 -086.08984853
111  39.62112994 -086.08978216
112  39.62112994 -086.08978216  39.62114997 -086.08984452 53
112  39.62120543 -086.08989181  39.62124416 -086.08991504 53
112  39.62132267 -086.08990292  39.62138492 -086.08989910
111  39.62132267 -086.08990292
112  39.62132267 -086.08990292  39.62152529 -086.08987293 53
111  39.62193166 -086.08981872 53
111  39.62516292 -086.08926122 53
112  39.62541684 -086.08916642  39.62545400 -086.08910027 53
112  39.62545072 -086.08900673  39.62545014 -086.08893740
111  39.62545072 -086.08900673
112  39.62545072 -086.08900673  39.62545008 -086.08893011 53
112  39.62541273 -086.08871361  39.62539428 -086.08863038
111  39.62541273 -086.08871361
112  39.62541273 -086.08871361  39.62540410 -086.08867467 53
112  39.62532988 -086.08862673  39.62527766 -086.08860536
111  39.62532988 -086.08862673
112  39.62532988 -086.08862673  39.62527050 -086.08860243 53
115  39.62518064 -086.08858596
120 TWY A W S Border DL
112  39.62834700 -086.08903837  39.62833720 -086.08889636 53
112  39.62819037 -086.08886558  39.62816151 -086.08886908 53
111  39.62755727 -086.08896481 53
111  39.62738400 -086.08902316 53
115  39.62737747 -086.08919820
120 TWY A W S Border DL
111  39.62731492 -086.08920653 53
111  39.62727384 -086.08904097 53
111  39.62709027 -086.08904428 53
111  39.62199365 -086.08992658 53
112  39.62186225 -086.09001325  39.62181698 -086.09008221 53
112  39.62164630 -086.09032207  39.62158153 -086.09035452 53
112  39.62127903 -086.09039269  39.62125408 -086.09039155
111  39.62127903 -086.09039269
112  39.62127903 -086.09039269  39.62121836 -086.09038992 53
112  39.62111728 -086.09029975  39.62106864 -086.09024453 53
111  39.62105208 -086.09010995 53
115  39.62097209 -086.08931752
120 TWY Border
112  39.62968125 -086.08881558  39.62964760 -086.08865784 53
111  39.62952597 -086.08863364 53
112  39.62870865 -086.08876554  39.62866483 -086.08877421
111  39.62870865 -086.08876554
112  39.62870865 -086.08876554  39.62868600 -086.08877002 53
112  39.62849847 -086.08884144  39.62843210 -086.08889616
111  39.62849847 -086.08884144
112  39.62849847 -086.08884144  39.62843642 -086.08889260 53
116  39.62843087 -086.08902340  39.62843366 -086.08906626
120 TWY Border
111  39.63110294 -086.08755954 53
112  39.63125520 -086.08769121  39.63130423 -086.08779136
111  39.63125520 -086.08769121
112  39.63125520 -086.08769121  39.63127016 -086.08772176 53
112  39.63128414 -086.08780130  39.63129076 -086.08784654
111  39.63128414 -086.08780130
112  39.63128414 -086.08780130  39.63129426 -086.08785694 53
112  39.63130749 -086.08799420  39.63130868 -086.08805044
111  39.63130749 -086.08799420
112  39.63130749 -086.08799420  39.63130849 -086.08804144 53
112  39.63129259 -086.08809004  39.63128497 -086.08811353
111  39.63129259 -086.08809004
112  39.63129259 -086.08809004  39.63124561 -086.08821331 53
112  39.63099018 -086.08825820  39.63091509 -086.08826971
111  39.63099018 -086.08825820
112  39.63099018 -086.08825820  39.63094784 -086.08826469 53
112  39.62965154 -086.08849644  39.62903976 -086.08860117
111  39.62965154 -086.08849644
112  39.62965154 -086.08849644  39.62917816 -086.08857747 53
112  39.62869521 -086.08864763  39.62864254 -086.08865344
111  39.62869521 -086.08864763
112  39.62869521 -086.08864763  39.62864789 -086.08865285 53
112  39.62842281 -086.08861005  39.62836095 -086.08851777 53
112  39.62836704 -086.08819553  39.62838018 -086.08808826
111  39.62836704 -086.08819553
112  39.62836704 -086.08819553  39.62837358 -086.08814216 53
112  39.62844785 -086.08804831  39.62848453 -086.08801509
111  39.62844785 -086.08804831
112  39.62844785 -086.08804831  39.62848489 -086.08801476 53
115  39.62852598 -086.08800348
120 Ramp Lines
111  39.63055505 -086.08952517 1
115  39.63043794 -086.08840245
120 Ramp Lines
111  39.63023783 -086.08958143 1
115  39.63012150 -086.08845760
120 Ramp Lines
111  39.62980864 -086.08851203 1
111  39.62992815 -086.08963636 1
111  39.63023783 -086.08958143 1
111  39.63055505 -086.08952517 1
111  39.63086957 -086.08946937 1
115  39.63075482 -086.08834713
120 Linear Feature 10
112  39.63403738 -086.08705213  39.63405275 -086.08705531 53
112  39.63411605 -086.08708790  39.63413454 -086.08710236
111  39.63411605 -086.08708790
112  39.63411605 -086.08708790  39.63412350 -086.08709373 53
112  39.63415259 -086.08712065  39.63416682 -086.08713612
111  39.63415259 -086.08712065
112  39.63415259 -086.08712065  39.63417365 -086.08714354 53
112  39.63420531 -086.08720118  39.63421518 -086.08722614
111  39.63420531 -086.08720118
112  39.63420531 -086.08720118  39.63422185 -086.08724301 53
112  39.63423734 -086.08732737  39.63424224 -086.08737394 53
112  39.63425382 -086.08749252  39.63425560 -086.08751769 53
112  39.63421536 -086.08762366  39.63419152 -086.08765345 53
112  39.63410710 -086.08769279  39.63406901 -086.08770204 53
112  39.63371663 -086.08778355  39.63369199 -086.08778855 53
112  39.63207658 -086.08807125  39.63204720 -086.08807772 53
112  39.63186485 -086.08810651  39.63182937 -086.08811011 53
112  39.63156096 -086.08812958  39.63153156 -086.08812403 53
112  39.63146019 -086.08807648  39.63143212 -086.08803761 53
112  39.63140706 -086.08794061  39.63139664 -086.08784274 53
112  39.63138768 -086.08772534  39.63138849 -086.08768473 53
112  39.63142876 -086.08758340  39.63144239 -086.08756605
111  39.63142876 -086.08758340
112  39.63142876 -086.08758340  39.63143449 -086.08757611 53
112  39.63147763 -086.08752862  39.63149548 -086.08751196
111  39.63147763 -086.08752862
112  39.63147763 -086.08752862  39.63150226 -086.08750563 53
115  39.63153263 -086.08748542
120 Linear Feature 9
111  39.63390784 -086.08838589 53
112  39.63382230 -086.08836749  39.63380466 -086.08834146 53
112  39.63381829 -086.08828628  39.63382925 -086.08827170 53
112  39.63390811 -086.08824324  39.63393510 -086.08823977 53
112  39.63413184 -086.08821467  39.63415301 -086.08821217 53
112  39.63424346 -086.08818068  39.63426694 -086.08816269 53
112  39.63434662 -086.08806923  39.63436779 -086.08801775 53
112  39.63438973 -086.08790929  39.63438665 -086.08785831 53
115  39.63429889 -086.08700965
120 Linear Feature 8
112  39.63146268 -086.08855640  39.63145434 -086.08853474 53
112  39.63144921 -086.08840563  39.63145563 -086.08836315 53
112  39.63155923 -086.08827319  39.63162659 -086.08826070 53
112  39.63352324 -086.08793217  39.63356204 -086.08792786 53
112  39.63362776 -086.08797178  39.63365503 -086.08800371 53
112  39.63367775 -086.08807694  39.63368042 -086.08810505 53
112  39.63367849 -086.08825081  39.63367635 -086.08827233 53
112  39.63363841 -086.08834468  39.63361871 -086.08836934 53
115  39.63353848 -086.08840111
120 Linear Feature 7
111  39.63094059 -086.08855905 53
112  39.63097298 -086.08842036  39.63101244 -086.08836497 53
111  39.63104932 -086.08836206 53
111  39.63121452 -086.08833249 53
112  39.63131331 -086.08838496  39.63134891 -086.08843202 53
112  39.63135308 -086.08848950  39.63135420 -086.08850637 53
115  39.63135343 -086.08856716
21  39.62291350 -086.08928097 2 7.6 3.00 PAPI-L 1
21  39.63178283 -086.08687516 3 187.6 3.00 PAIP-L 19
20  39.63021820 -086.08824074 96.5 0 2 {@Y}_1{^r}
20  39.63027749 -086.08822970 96.5 0 2 {@Y,^l}19
20  39.63149715 -086.08780425 97.7 0 2 {@R}19-1{@@,@L}A
20  39.62842279 -086.08833917 91.5 0 2 {@R}19-1{@@,@L}A
20  39.62563658 -086.08882221 94.1 0 2 {@R}19-1{@@,@L}A
20  39.63442347 -086.08729433 90.0 0 2 {@R}19{@@,@L}A{@R}19
20  39.62114996 -086.08959449 88.8 0 2 {@R}1{@@,@L}A{@R}1
1300  39.63248782 -086.08987294 90.3 misc props New Ramp Start 3
1301 A none 
1300  39.62842557 -086.09053649 97.8 gate jets|turboprops|props|helos Corporate Hanger
1301 A none 
1300  39.63065658 -086.08870340 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 27
1301 A general_aviation 
1300  39.63035799 -086.08874765 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 19
1301 A general_aviation 
1300  39.63006590 -086.08879822 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 13
1301 A general_aviation 
1300  39.63067320 -086.08886405 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 26
1301 A general_aviation 
1300  39.63037462 -086.08890829 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 19
1301 A general_aviation 
1300  39.63008252 -086.08895590 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 12
1301 A general_aviation 
1300  39.63068838 -086.08902182 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 25
1301 A general_aviation 
1300  39.63038980 -086.08906607 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 18
1301 A general_aviation 
1300  39.63009770 -086.08911076 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 11
1301 A general_aviation 
1300  39.63070501 -086.08918438 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 24
1301 A general_aviation 
1300  39.63040642 -086.08922863 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 17
1301 A general_aviation 
1300  39.63011433 -086.08927032 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 10
1301 A general_aviation 
1300  39.63057367 -086.08879672 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 23
1301 A general_aviation 
1300  39.63027508 -086.08884096 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 17
1301 A general_aviation 
1300  39.62998299 -086.08888981 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 9
1301 A general_aviation 
1300  39.63058991 -086.08896030 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 22
1301 A general_aviation 
1300  39.63029132 -086.08900454 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 16
1301 A general_aviation 
1300  39.62999922 -086.08905037 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 8
1301 A general_aviation 
1300  39.63060614 -086.08912388 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 21
1301 A general_aviation 
1300  39.63030756 -086.08916812 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 15
1301 A general_aviation 
1300  39.63001546 -086.08921093 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 7
1301 A general_aviation 
1300  39.63062363 -086.08927424 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 20
1301 A general_aviation 
1300  39.63032505 -086.08931849 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 14
1301 A general_aviation 
1300  39.63003295 -086.08935852 187.6 tie_down jets|turboprops|props|helos|fighters Tie Down 6
1301 A general_aviation 
1300  39.62974562 -086.08893889 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 5
1301 A general_aviation 
1300  39.62976123 -086.08909432 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 4
1301 A general_aviation 
1300  39.62977511 -086.08925312 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 3
1301 A general_aviation 
1300  39.62979420 -086.08941418 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 2
1301 A general_aviation 
1300  39.62981805 -086.08961597 7.6 tie_down jets|turboprops|props|helos|fighters Tie Down 1
1301 A general_aviation 
1300  39.63146929 -086.09061236 107.1 hangar jets|turboprops|props Tee Hanger 3
1301 A none 
1300  39.63182294 -086.09006950 90.0 hangar turboprops|props Tee Hanger 68
1301 A none 
18  39.62975927 -086.09064138 1 Indy South Greenwood
19  39.63286683 -086.08621554 1 WS - North
19  39.63205400 -086.08850373 1 WS - Midfield
19  39.62406415 -086.08982766 0 WS - South
1050 118525 AWOS 3
1051 123000 CTAF/UNICOM
1055 124950 INDIANAPOLIS APPROACH
1056 124950 INDIANAPOLIS DEPARTURE
1200 
1201  39.63004042 -086.08963916 both 0 Crew Vehicles_stop
1201  39.62994562 -086.08971380 both 1 Crew Vehicles_stop
1201  39.62996152 -086.08966332 both 2 Crew Vehicles_stop
1201  39.62995027 -086.08983537 both 3 Crew Vehicles_stop
1201  39.62995634 -086.08989394 both 4 Crew Vehicles_stop
1201  39.62997022 -086.08996377 both 5 Crew Vehicles_stop
1201  39.62999017 -086.08999080 both 6 Crew Vehicles_stop
1201  39.63003961 -086.08999868 both 7 Crew Vehicles_stop
1201  39.63013503 -086.09000319 both 8 Crew Vehicles_stop
1201  39.63017493 -086.09003135 both 9 Crew Vehicles_stop
1201  39.63020443 -086.09037486 both 10 Crew Vehicles_start
1201  39.63092054 -086.08997911 both 11 Crew Vehicles_stop
1201  39.63092991 -086.09008047 both 12 Crew Vehicles_stop
1201  39.63093407 -086.09020076 both 13 Crew Vehicles_stop
1201  39.63094473 -086.09029287 both 14 Crew Vehicles_stop
1201  39.63085187 -086.09034001 both 15 Crew Vehicles_stop
1201  39.63077689 -086.09034402 both 16 Crew Vehicles_stop
1201  39.63098891 -086.08943596 both 17 Crew Vehicles_stop
1201  39.63087548 -086.08950508 both 18 Crew Vehicles_stop
1201  39.62977046 -086.08861273 both 19 Crew Vehicles_start
1201  39.62988788 -086.08966339 both 20 Crew Vehicles_start
1201  39.63055167 -086.08955161 both 21 Crew Vehicles_start
1201  39.63417803 -086.08688989 both 22 Crew Vehicles_stop
1201  39.62109778 -086.08915885 both 23 Crew Vehicles_start
1201  39.62543539 -086.08840640 both 24 Crew Vehicles_start
1201  39.62826820 -086.08791912 both 25 Crew Vehicles_start
1201  39.63129066 -086.08739519 both 26 Crew Vehicles_start
